property;value;
upperBody;0.243189;
hip;0.152263;
lowerBody;0.338612;
body;0.581757;
lowerLegLeft;0.267372;
upperLegLeft;0.444827;
upperLegRight;0.397244;
lowerLegRight;0.364079;
forearmLeft;0.234824;
upperarmLeft;0.270945;
shoulderHalfLeft;0.180011;
neck;0.0780433;
shoulderHalfRight;0.199998;
upperarmRight;0.217871;
forearmRight;0.20106;
shoulder;0.361088;
upperBody;0.243201;
hip;0.152247;
lowerBody;0.338638;
body;0.581797;
lowerLegLeft;0.267039;
upperLegLeft;0.445208;
upperLegRight;0.397349;
lowerLegRight;0.363838;
forearmLeft;0.234782;
upperarmLeft;0.270517;
shoulderHalfLeft;0.180003;
neck;0.0780259;
shoulderHalfRight;0.200069;
upperarmRight;0.218038;
forearmRight;0.201065;
shoulder;0.361079;
upperBody;0.243154;
hip;0.152456;
lowerBody;0.338599;
body;0.581709;
lowerLegLeft;0.267181;
upperLegLeft;0.445423;
upperLegRight;0.397729;
lowerLegRight;0.363669;
forearmLeft;0.234684;
upperarmLeft;0.270349;
shoulderHalfLeft;0.180001;
neck;0.078032;
shoulderHalfRight;0.200084;
upperarmRight;0.218035;
forearmRight;0.201089;
shoulder;0.36108;
upperBody;0.243173;
hip;0.152429;
lowerBody;0.338618;
body;0.581748;
lowerLegLeft;0.26629;
upperLegLeft;0.445406;
upperLegRight;0.396243;
lowerLegRight;0.363806;
forearmLeft;0.234755;
upperarmLeft;0.270017;
shoulderHalfLeft;0.180005;
neck;0.0780335;
shoulderHalfRight;0.200074;
upperarmRight;0.21789;
forearmRight;0.201103;
shoulder;0.361065;
upperBody;0.243181;
hip;0.152429;
lowerBody;0.338631;
body;0.581769;
lowerLegLeft;0.266371;
upperLegLeft;0.445387;
upperLegRight;0.396485;
lowerLegRight;0.363571;
forearmLeft;0.234806;
upperarmLeft;0.269776;
shoulderHalfLeft;0.179993;
neck;0.0780346;
shoulderHalfRight;0.201645;
upperarmRight;0.215704;
forearmRight;0.201102;
shoulder;0.363687;
upperBody;0.243186;
hip;0.152435;
lowerBody;0.338642;
body;0.581785;
lowerLegLeft;0.266608;
upperLegLeft;0.445278;
upperLegRight;0.396651;
lowerLegRight;0.363561;
forearmLeft;0.23488;
upperarmLeft;0.269529;
shoulderHalfLeft;0.180081;
neck;0.0780511;
shoulderHalfRight;0.201355;
upperarmRight;0.215994;
forearmRight;0.201113;
shoulder;0.363262;
upperBody;0.243231;
hip;0.152442;
lowerBody;0.338679;
body;0.581867;
lowerLegLeft;0.267165;
upperLegLeft;0.445284;
upperLegRight;0.396815;
lowerLegRight;0.363931;
forearmLeft;0.234841;
upperarmLeft;0.269631;
shoulderHalfLeft;0.180055;
neck;0.0780592;
shoulderHalfRight;0.201183;
upperarmRight;0.216316;
forearmRight;0.201114;
shoulder;0.362926;
upperBody;0.243247;
hip;0.152411;
lowerBody;0.338691;
body;0.581896;
lowerLegLeft;0.268404;
upperLegLeft;0.444057;
upperLegRight;0.395863;
lowerLegRight;0.364721;
forearmLeft;0.234698;
upperarmLeft;0.269758;
shoulderHalfLeft;0.179998;
neck;0.0780672;
shoulderHalfRight;0.201018;
upperarmRight;0.216544;
forearmRight;0.20113;
shoulder;0.362593;
upperBody;0.243267;
hip;0.152402;
lowerBody;0.338719;
body;0.581943;
lowerLegLeft;0.267948;
upperLegLeft;0.444167;
upperLegRight;0.394861;
lowerLegRight;0.365057;
forearmLeft;0.234746;
upperarmLeft;0.269921;
shoulderHalfLeft;0.1798;
neck;0.0780769;
shoulderHalfRight;0.200997;
upperarmRight;0.216681;
forearmRight;0.201135;
shoulder;0.362284;
upperBody;0.243297;
hip;0.152398;
lowerBody;0.338749;
body;0.582003;
lowerLegLeft;0.267864;
upperLegLeft;0.444276;
upperLegRight;0.394626;
lowerLegRight;0.365297;
forearmLeft;0.234838;
upperarmLeft;0.2701;
shoulderHalfLeft;0.179833;
neck;0.0780644;
shoulderHalfRight;0.202172;
upperarmRight;0.215216;
forearmRight;0.201125;
shoulder;0.364105;
upperBody;0.243257;
hip;0.152442;
lowerBody;0.338697;
body;0.581912;
lowerLegLeft;0.267714;
upperLegLeft;0.444442;
upperLegRight;0.394376;
lowerLegRight;0.365407;
forearmLeft;0.234948;
upperarmLeft;0.270307;
shoulderHalfLeft;0.179775;
neck;0.078066;
shoulderHalfRight;0.201889;
upperarmRight;0.215457;
forearmRight;0.201132;
shoulder;0.363582;
upperBody;0.243266;
hip;0.152442;
lowerBody;0.338716;
body;0.58194;
lowerLegLeft;0.26788;
upperLegLeft;0.444476;
upperLegRight;0.394084;
lowerLegRight;0.365887;
forearmLeft;0.234971;
upperarmLeft;0.270575;
shoulderHalfLeft;0.179735;
neck;0.0780559;
shoulderHalfRight;0.202685;
upperarmRight;0.214319;
forearmRight;0.201143;
shoulder;0.364809;
upperBody;0.243242;
hip;0.152463;
lowerBody;0.338693;
body;0.581892;
lowerLegLeft;0.26786;
upperLegLeft;0.444725;
upperLegRight;0.39415;
lowerLegRight;0.365986;
forearmLeft;0.235135;
upperarmLeft;0.27063;
shoulderHalfLeft;0.179691;
neck;0.0780497;
shoulderHalfRight;0.203115;
upperarmRight;0.213611;
forearmRight;0.201135;
shoulder;0.36543;
upperBody;0.243222;
hip;0.152453;
lowerBody;0.338672;
body;0.581852;
lowerLegLeft;0.267555;
upperLegLeft;0.444891;
upperLegRight;0.394135;
lowerLegRight;0.365809;
forearmLeft;0.234718;
upperarmLeft;0.271885;
shoulderHalfLeft;0.17965;
neck;0.0780443;
shoulderHalfRight;0.201606;
upperarmRight;0.215343;
forearmRight;0.201147;
shoulder;0.363084;
upperBody;0.24322;
hip;0.15246;
lowerBody;0.338678;
body;0.581856;
lowerLegLeft;0.267799;
upperLegLeft;0.445028;
upperLegRight;0.394698;
lowerLegRight;0.365771;
forearmLeft;0.234543;
upperarmLeft;0.272378;
shoulderHalfLeft;0.179669;
neck;0.078048;
shoulderHalfRight;0.201368;
upperarmRight;0.215679;
forearmRight;0.201154;
shoulder;0.362733;
upperBody;0.243214;
hip;0.152546;
lowerBody;0.338673;
body;0.581844;
lowerLegLeft;0.26625;
upperLegLeft;0.445159;
upperLegRight;0.394598;
lowerLegRight;0.366739;
forearmLeft;0.234543;
upperarmLeft;0.272403;
shoulderHalfLeft;0.179666;
neck;0.0780616;
shoulderHalfRight;0.201239;
upperarmRight;0.215888;
forearmRight;0.201161;
shoulder;0.36245;
upperBody;0.243245;
hip;0.152537;
lowerBody;0.338705;
body;0.581907;
lowerLegLeft;0.265717;
upperLegLeft;0.444681;
upperLegRight;0.39488;
lowerLegRight;0.36533;
forearmLeft;0.234481;
upperarmLeft;0.27217;
shoulderHalfLeft;0.179648;
neck;0.0780618;
shoulderHalfRight;0.201091;
upperarmRight;0.21601;
forearmRight;0.201167;
shoulder;0.362185;
upperBody;0.243251;
hip;0.152486;
lowerBody;0.338713;
body;0.581921;
lowerLegLeft;0.265798;
upperLegLeft;0.444761;
upperLegRight;0.3945;
lowerLegRight;0.365599;
forearmLeft;0.23441;
upperarmLeft;0.272136;
shoulderHalfLeft;0.179606;
neck;0.078072;
shoulderHalfRight;0.200968;
upperarmRight;0.216243;
forearmRight;0.201172;
shoulder;0.361889;
upperBody;0.243278;
hip;0.152435;
lowerBody;0.33873;
body;0.581966;
lowerLegLeft;0.265949;
upperLegLeft;0.444853;
upperLegRight;0.394502;
lowerLegRight;0.36534;
forearmLeft;0.23435;
upperarmLeft;0.272106;
shoulderHalfLeft;0.179575;
neck;0.0780733;
shoulderHalfRight;0.200892;
upperarmRight;0.216238;
forearmRight;0.201177;
shoulder;0.361706;
upperBody;0.243286;
hip;0.15245;
lowerBody;0.338747;
body;0.58199;
lowerLegLeft;0.266605;
upperLegLeft;0.444931;
upperLegRight;0.395082;
lowerLegRight;0.365314;
forearmLeft;0.234276;
upperarmLeft;0.27214;
shoulderHalfLeft;0.179573;
neck;0.0780792;
shoulderHalfRight;0.200818;
upperarmRight;0.216341;
forearmRight;0.201183;
shoulder;0.361569;
upperBody;0.243322;
hip;0.152289;
lowerBody;0.338876;
body;0.582155;
lowerLegLeft;0.266801;
upperLegLeft;0.44481;
upperLegRight;0.394572;
lowerLegRight;0.367773;
forearmLeft;0.234421;
upperarmLeft;0.272173;
shoulderHalfLeft;0.179566;
neck;0.0780779;
shoulderHalfRight;0.200749;
upperarmRight;0.21644;
forearmRight;0.201187;
shoulder;0.361432;
upperBody;0.243316;
hip;0.152401;
lowerBody;0.338857;
body;0.58213;
lowerLegLeft;0.266845;
upperLegLeft;0.444864;
upperLegRight;0.394452;
lowerLegRight;0.36693;
forearmLeft;0.234476;
upperarmLeft;0.272378;
shoulderHalfLeft;0.179419;
neck;0.0780794;
shoulderHalfRight;0.200708;
upperarmRight;0.21649;
forearmRight;0.201193;
shoulder;0.36117;
upperBody;0.243324;
hip;0.152412;
lowerBody;0.338884;
body;0.582165;
lowerLegLeft;0.267297;
upperLegLeft;0.444823;
upperLegRight;0.394786;
lowerLegRight;0.366869;
forearmLeft;0.234599;
upperarmLeft;0.272463;
shoulderHalfLeft;0.179359;
neck;0.0780974;
shoulderHalfRight;0.200649;
upperarmRight;0.216643;
forearmRight;0.201197;
shoulder;0.360986;
upperBody;0.243357;
hip;0.152377;
lowerBody;0.338912;
body;0.582227;
lowerLegLeft;0.268614;
upperLegLeft;0.444817;
upperLegRight;0.395235;
lowerLegRight;0.366713;
forearmLeft;0.234584;
upperarmLeft;0.272642;
shoulderHalfLeft;0.179402;
neck;0.0780984;
shoulderHalfRight;0.200566;
upperarmRight;0.216939;
forearmRight;0.20121;
shoulder;0.360894;
upperBody;0.243368;
hip;0.152434;
lowerBody;0.338937;
body;0.582262;
lowerLegLeft;0.268789;
upperLegLeft;0.444806;
upperLegRight;0.395034;
lowerLegRight;0.366801;
forearmLeft;0.241282;
upperarmLeft;0.266652;
shoulderHalfLeft;0.1794;
neck;0.0780995;
shoulderHalfRight;0.200484;
upperarmRight;0.217122;
forearmRight;0.201201;
shoulder;0.360747;
upperBody;0.243373;
hip;0.152391;
lowerBody;0.338942;
body;0.582272;
lowerLegLeft;0.268666;
upperLegLeft;0.444816;
upperLegRight;0.395249;
lowerLegRight;0.36648;
forearmLeft;0.239993;
upperarmLeft;0.267423;
shoulderHalfLeft;0.179347;
neck;0.0781074;
shoulderHalfRight;0.200405;
upperarmRight;0.217242;
forearmRight;0.201194;
shoulder;0.360584;
upperBody;0.243406;
hip;0.152401;
lowerBody;0.338998;
body;0.582361;
lowerLegLeft;0.268671;
upperLegLeft;0.444637;
upperLegRight;0.395364;
lowerLegRight;0.366216;
forearmLeft;0.239285;
upperarmLeft;0.26792;
shoulderHalfLeft;0.179373;
neck;0.0781033;
shoulderHalfRight;0.200386;
upperarmRight;0.217349;
forearmRight;0.201195;
shoulder;0.360575;
upperBody;0.243399;
hip;0.152431;
lowerBody;0.338994;
body;0.58235;
lowerLegLeft;0.268524;
upperLegLeft;0.444503;
upperLegRight;0.395124;
lowerLegRight;0.366114;
forearmLeft;0.241736;
upperarmLeft;0.265936;
shoulderHalfLeft;0.179387;
neck;0.0781006;
shoulderHalfRight;0.200297;
upperarmRight;0.217487;
forearmRight;0.201195;
shoulder;0.360446;
upperBody;0.243393;
hip;0.152421;
lowerBody;0.339017;
body;0.582368;
lowerLegLeft;0.268767;
upperLegLeft;0.444368;
upperLegRight;0.394489;
lowerLegRight;0.366809;
forearmLeft;0.243706;
upperarmLeft;0.264467;
shoulderHalfLeft;0.179384;
neck;0.0780956;
shoulderHalfRight;0.200205;
upperarmRight;0.217671;
forearmRight;0.201188;
shoulder;0.360333;
upperBody;0.243382;
hip;0.152401;
lowerBody;0.339031;
body;0.582371;
lowerLegLeft;0.268713;
upperLegLeft;0.444294;
upperLegRight;0.39556;
lowerLegRight;0.365861;
forearmLeft;0.242137;
upperarmLeft;0.265775;
shoulderHalfLeft;0.179373;
neck;0.078093;
shoulderHalfRight;0.200177;
upperarmRight;0.217664;
forearmRight;0.20119;
shoulder;0.360263;
upperBody;0.243375;
hip;0.152402;
lowerBody;0.339046;
body;0.582378;
lowerLegLeft;0.269149;
upperLegLeft;0.444205;
upperLegRight;0.395037;
lowerLegRight;0.366618;
forearmLeft;0.244214;
upperarmLeft;0.264274;
shoulderHalfLeft;0.179377;
neck;0.0780914;
shoulderHalfRight;0.200134;
upperarmRight;0.217843;
forearmRight;0.201168;
shoulder;0.360215;
upperBody;0.243365;
hip;0.152356;
lowerBody;0.33909;
body;0.582412;
lowerLegLeft;0.26942;
upperLegLeft;0.443578;
upperLegRight;0.395503;
lowerLegRight;0.36611;
forearmLeft;0.241657;
upperarmLeft;0.266117;
shoulderHalfLeft;0.179539;
neck;0.0780815;
shoulderHalfRight;0.2002;
upperarmRight;0.217648;
forearmRight;0.201174;
shoulder;0.360476;
upperBody;0.243338;
hip;0.152265;
lowerBody;0.339082;
body;0.582378;
lowerLegLeft;0.269497;
upperLegLeft;0.443358;
upperLegRight;0.396288;
lowerLegRight;0.365351;
forearmLeft;0.24395;
upperarmLeft;0.264534;
shoulderHalfLeft;0.179579;
neck;0.0780649;
shoulderHalfRight;0.200222;
upperarmRight;0.217946;
forearmRight;0.201187;
shoulder;0.360557;
upperBody;0.243293;
hip;0.152215;
lowerBody;0.339067;
body;0.582318;
lowerLegLeft;0.269528;
upperLegLeft;0.443243;
upperLegRight;0.396608;
lowerLegRight;0.365113;
forearmLeft;0.240843;
upperarmLeft;0.267236;
shoulderHalfLeft;0.17944;
neck;0.0780156;
shoulderHalfRight;0.200689;
upperarmRight;0.216824;
forearmRight;0.20119;
shoulder;0.362161;
upperBody;0.243196;
hip;0.152262;
lowerBody;0.339009;
body;0.582161;
lowerLegLeft;0.269583;
upperLegLeft;0.443206;
upperLegRight;0.397322;
lowerLegRight;0.364672;
forearmLeft;0.243521;
upperarmLeft;0.265296;
shoulderHalfLeft;0.179237;
neck;0.0779715;
shoulderHalfRight;0.200753;
upperarmRight;0.216362;
forearmRight;0.201172;
shoulder;0.362657;
upperBody;0.243107;
hip;0.152306;
lowerBody;0.338943;
body;0.582006;
lowerLegLeft;0.269889;
upperLegLeft;0.443235;
upperLegRight;0.397668;
lowerLegRight;0.364832;
forearmLeft;0.241207;
upperarmLeft;0.267504;
shoulderHalfLeft;0.179177;
neck;0.0779949;
shoulderHalfRight;0.200492;
upperarmRight;0.216699;
forearmRight;0.201191;
shoulder;0.362028;
upperBody;0.243146;
hip;0.152229;
lowerBody;0.338952;
body;0.582054;
lowerLegLeft;0.26992;
upperLegLeft;0.443122;
upperLegRight;0.398141;
lowerLegRight;0.364477;
forearmLeft;0.240052;
upperarmLeft;0.268119;
shoulderHalfLeft;0.179385;
neck;0.0779868;
shoulderHalfRight;0.200429;
upperarmRight;0.216468;
forearmRight;0.201207;
shoulder;0.362692;
upperBody;0.243124;
hip;0.15212;
lowerBody;0.338917;
body;0.581998;
lowerLegLeft;0.270803;
upperLegLeft;0.442193;
upperLegRight;0.397379;
lowerLegRight;0.365104;
forearmLeft;0.239226;
upperarmLeft;0.268009;
shoulderHalfLeft;0.179464;
neck;0.077991;
shoulderHalfRight;0.199967;
upperarmRight;0.216993;
forearmRight;0.201229;
shoulder;0.361924;
upperBody;0.243123;
hip;0.151996;
lowerBody;0.33894;
body;0.58202;
lowerLegLeft;0.268972;
upperLegLeft;0.441965;
upperLegRight;0.397111;
lowerLegRight;0.366667;
forearmLeft;0.242033;
upperarmLeft;0.265347;
shoulderHalfLeft;0.179349;
neck;0.0780022;
shoulderHalfRight;0.199936;
upperarmRight;0.217078;
forearmRight;0.201252;
shoulder;0.361504;
upperBody;0.243148;
hip;0.151954;
lowerBody;0.338936;
body;0.58204;
lowerLegLeft;0.269658;
upperLegLeft;0.44155;
upperLegRight;0.397631;
lowerLegRight;0.366129;
forearmLeft;0.2409;
upperarmLeft;0.265798;
shoulderHalfLeft;0.179137;
neck;0.0779943;
shoulderHalfRight;0.200106;
upperarmRight;0.216628;
forearmRight;0.201252;
shoulder;0.361975;
upperBody;0.243119;
hip;0.151927;
lowerBody;0.338907;
body;0.581981;
lowerLegLeft;0.269614;
upperLegLeft;0.441642;
upperLegRight;0.397963;
lowerLegRight;0.365555;
forearmLeft;0.240444;
upperarmLeft;0.265771;
shoulderHalfLeft;0.179036;
neck;0.0780058;
shoulderHalfRight;0.200002;
upperarmRight;0.217012;
forearmRight;0.201258;
shoulder;0.361483;
upperBody;0.243142;
hip;0.151993;
lowerBody;0.338894;
body;0.581991;
lowerLegLeft;0.269262;
upperLegLeft;0.441494;
upperLegRight;0.398342;
lowerLegRight;0.364561;
forearmLeft;0.239237;
upperarmLeft;0.267166;
shoulderHalfLeft;0.17897;
neck;0.0779835;
shoulderHalfRight;0.200032;
upperarmRight;0.216754;
forearmRight;0.201279;
shoulder;0.36195;
upperBody;0.24309;
hip;0.152058;
lowerBody;0.338863;
body;0.581908;
lowerLegLeft;0.269236;
upperLegLeft;0.441529;
upperLegRight;0.397891;
lowerLegRight;0.36515;
forearmLeft;0.238677;
upperarmLeft;0.267514;
shoulderHalfLeft;0.178756;
neck;0.077976;
shoulderHalfRight;0.20048;
upperarmRight;0.216663;
forearmRight;0.201283;
shoulder;0.362358;
upperBody;0.243077;
hip;0.152054;
lowerBody;0.338865;
body;0.581897;
lowerLegLeft;0.269868;
upperLegLeft;0.441645;
upperLegRight;0.397643;
lowerLegRight;0.365779;
forearmLeft;0.238353;
upperarmLeft;0.267547;
shoulderHalfLeft;0.178845;
neck;0.077998;
shoulderHalfRight;0.200526;
upperarmRight;0.217168;
forearmRight;0.20129;
shoulder;0.362083;
upperBody;0.243133;
hip;0.152031;
lowerBody;0.338891;
body;0.581981;
lowerLegLeft;0.269893;
upperLegLeft;0.442019;
upperLegRight;0.398011;
lowerLegRight;0.365661;
forearmLeft;0.2382;
upperarmLeft;0.267519;
shoulderHalfLeft;0.178834;
neck;0.0780208;
shoulderHalfRight;0.200611;
upperarmRight;0.217527;
forearmRight;0.201295;
shoulder;0.361802;
upperBody;0.243188;
hip;0.152069;
lowerBody;0.338911;
body;0.582056;
lowerLegLeft;0.266836;
upperLegLeft;0.442027;
upperLegRight;0.397754;
lowerLegRight;0.365011;
forearmLeft;0.238012;
upperarmLeft;0.267195;
shoulderHalfLeft;0.178892;
neck;0.0780217;
shoulderHalfRight;0.200882;
upperarmRight;0.217201;
forearmRight;0.201301;
shoulder;0.362435;
upperBody;0.243192;
hip;0.152077;
lowerBody;0.338914;
body;0.582063;
lowerLegLeft;0.26702;
upperLegLeft;0.442163;
upperLegRight;0.397796;
lowerLegRight;0.364981;
forearmLeft;0.237661;
upperarmLeft;0.266943;
shoulderHalfLeft;0.178949;
neck;0.0780105;
shoulderHalfRight;0.201156;
upperarmRight;0.216886;
forearmRight;0.201297;
shoulder;0.362986;
upperBody;0.243157;
hip;0.152152;
lowerBody;0.338861;
body;0.581975;
lowerLegLeft;0.267296;
upperLegLeft;0.442147;
upperLegRight;0.398058;
lowerLegRight;0.364398;
forearmLeft;0.237299;
upperarmLeft;0.266527;
shoulderHalfLeft;0.179021;
neck;0.0780102;
shoulderHalfRight;0.201406;
upperarmRight;0.216683;
forearmRight;0.201297;
shoulder;0.363491;
upperBody;0.24316;
hip;0.152237;
lowerBody;0.338864;
body;0.581981;
lowerLegLeft;0.2673;
upperLegLeft;0.442275;
upperLegRight;0.397271;
lowerLegRight;0.365238;
forearmLeft;0.237053;
upperarmLeft;0.266189;
shoulderHalfLeft;0.179112;
neck;0.0780089;
shoulderHalfRight;0.20165;
upperarmRight;0.216428;
forearmRight;0.201307;
shoulder;0.363932;
upperBody;0.243157;
hip;0.1523;
lowerBody;0.338851;
body;0.581966;
lowerLegLeft;0.268064;
upperLegLeft;0.442317;
upperLegRight;0.396951;
lowerLegRight;0.365807;
forearmLeft;0.236842;
upperarmLeft;0.265996;
shoulderHalfLeft;0.179065;
neck;0.0780175;
shoulderHalfRight;0.201958;
upperarmRight;0.216318;
forearmRight;0.20131;
shoulder;0.364266;
upperBody;0.243181;
hip;0.152351;
lowerBody;0.338871;
body;0.58201;
lowerLegLeft;0.268137;
upperLegLeft;0.44224;
upperLegRight;0.397471;
lowerLegRight;0.365001;
forearmLeft;0.236786;
upperarmLeft;0.265896;
shoulderHalfLeft;0.179107;
neck;0.0780107;
shoulderHalfRight;0.201973;
upperarmRight;0.216105;
forearmRight;0.201335;
shoulder;0.364437;
upperBody;0.243156;
hip;0.152415;
lowerBody;0.338815;
body;0.581929;
lowerLegLeft;0.268102;
upperLegLeft;0.442199;
upperLegRight;0.397573;
lowerLegRight;0.364806;
forearmLeft;0.236755;
upperarmLeft;0.265729;
shoulderHalfLeft;0.179255;
neck;0.0780242;
shoulderHalfRight;0.201692;
upperarmRight;0.216746;
forearmRight;0.201341;
shoulder;0.36371;
upperBody;0.243202;
hip;0.15241;
lowerBody;0.338877;
body;0.582038;
lowerLegLeft;0.269705;
upperLegLeft;0.44235;
upperLegRight;0.396982;
lowerLegRight;0.364903;
forearmLeft;0.236601;
upperarmLeft;0.265764;
shoulderHalfLeft;0.179251;
neck;0.0780136;
shoulderHalfRight;0.201843;
upperarmRight;0.216697;
forearmRight;0.201341;
shoulder;0.364032;
upperBody;0.243174;
hip;0.15239;
lowerBody;0.338826;
body;0.581959;
lowerLegLeft;0.269644;
upperLegLeft;0.442451;
upperLegRight;0.397432;
lowerLegRight;0.364653;
forearmLeft;0.236519;
upperarmLeft;0.265563;
shoulderHalfLeft;0.179314;
neck;0.0780283;
shoulderHalfRight;0.201652;
upperarmRight;0.217187;
forearmRight;0.201356;
shoulder;0.363473;
upperBody;0.243211;
hip;0.152391;
lowerBody;0.338852;
body;0.582023;
lowerLegLeft;0.269304;
upperLegLeft;0.442376;
upperLegRight;0.397553;
lowerLegRight;0.364343;
forearmLeft;0.236337;
upperarmLeft;0.265418;
shoulderHalfLeft;0.179493;
neck;0.0780191;
shoulderHalfRight;0.201809;
upperarmRight;0.216833;
forearmRight;0.201352;
shoulder;0.364063;
upperBody;0.243171;
hip;0.152401;
lowerBody;0.338759;
body;0.58189;
lowerLegLeft;0.269297;
upperLegLeft;0.442651;
upperLegRight;0.398298;
lowerLegRight;0.363983;
forearmLeft;0.23628;
upperarmLeft;0.265416;
shoulderHalfLeft;0.179415;
neck;0.0780029;
shoulderHalfRight;0.20197;
upperarmRight;0.216525;
forearmRight;0.201343;
shoulder;0.364398;
upperBody;0.24312;
hip;0.152432;
lowerBody;0.338673;
body;0.581753;
lowerLegLeft;0.269303;
upperLegLeft;0.442832;
upperLegRight;0.39841;
lowerLegRight;0.364014;
forearmLeft;0.235967;
upperarmLeft;0.265195;
shoulderHalfLeft;0.179392;
neck;0.0780286;
shoulderHalfRight;0.201866;
upperarmRight;0.21642;
forearmRight;0.201349;
shoulder;0.363824;
upperBody;0.243207;
hip;0.15235;
lowerBody;0.338808;
body;0.581975;
lowerLegLeft;0.269594;
upperLegLeft;0.442637;
upperLegRight;0.397666;
lowerLegRight;0.364649;
forearmLeft;0.235862;
upperarmLeft;0.265297;
shoulderHalfLeft;0.179256;
neck;0.0780447;
shoulderHalfRight;0.201797;
upperarmRight;0.216764;
forearmRight;0.201359;
shoulder;0.363392;
upperBody;0.243251;
hip;0.152344;
lowerBody;0.338846;
body;0.582056;
lowerLegLeft;0.269288;
upperLegLeft;0.442582;
upperLegRight;0.397223;
lowerLegRight;0.364581;
forearmLeft;0.235808;
upperarmLeft;0.26525;
shoulderHalfLeft;0.179175;
neck;0.0780273;
shoulderHalfRight;0.201736;
upperarmRight;0.2168;
forearmRight;0.20134;
shoulder;0.363194;
upperBody;0.243199;
hip;0.152363;
lowerBody;0.338776;
body;0.581935;
lowerLegLeft;0.269211;
upperLegLeft;0.442649;
upperLegRight;0.397986;
lowerLegRight;0.363766;
forearmLeft;0.23574;
upperarmLeft;0.265116;
shoulderHalfLeft;0.179306;
neck;0.0780315;
shoulderHalfRight;0.201623;
upperarmRight;0.217129;
forearmRight;0.201354;
shoulder;0.363118;
upperBody;0.24321;
hip;0.15234;
lowerBody;0.338772;
body;0.581942;
lowerLegLeft;0.26993;
upperLegLeft;0.44258;
upperLegRight;0.397439;
lowerLegRight;0.364903;
forearmLeft;0.235602;
upperarmLeft;0.265728;
shoulderHalfLeft;0.179246;
neck;0.0780028;
shoulderHalfRight;0.201805;
upperarmRight;0.216637;
forearmRight;0.201359;
shoulder;0.363777;
upperBody;0.243139;
hip;0.152363;
lowerBody;0.338708;
body;0.581807;
lowerLegLeft;0.269783;
upperLegLeft;0.442589;
upperLegRight;0.39708;
lowerLegRight;0.365099;
forearmLeft;0.235869;
upperarmLeft;0.266231;
shoulderHalfLeft;0.179251;
neck;0.0779879;
shoulderHalfRight;0.202146;
upperarmRight;0.215422;
forearmRight;0.201357;
shoulder;0.364553;
upperBody;0.243077;
hip;0.152344;
lowerBody;0.338577;
body;0.581614;
lowerLegLeft;0.269593;
upperLegLeft;0.442978;
upperLegRight;0.397246;
lowerLegRight;0.365161;
forearmLeft;0.235991;
upperarmLeft;0.266603;
shoulderHalfLeft;0.17915;
neck;0.0779992;
shoulderHalfRight;0.202067;
upperarmRight;0.215665;
forearmRight;0.201355;
shoulder;0.364047;
upperBody;0.243119;
hip;0.15216;
lowerBody;0.338646;
body;0.581726;
lowerLegLeft;0.269379;
upperLegLeft;0.442964;
upperLegRight;0.39666;
lowerLegRight;0.365288;
forearmLeft;0.23595;
upperarmLeft;0.266681;
shoulderHalfLeft;0.179242;
neck;0.0780215;
shoulderHalfRight;0.201874;
upperarmRight;0.215656;
forearmRight;0.201369;
shoulder;0.363792;
upperBody;0.243185;
hip;0.152091;
lowerBody;0.338741;
body;0.581887;
lowerLegLeft;0.269324;
upperLegLeft;0.443131;
upperLegRight;0.39701;
lowerLegRight;0.365134;
forearmLeft;0.235906;
upperarmLeft;0.266988;
shoulderHalfLeft;0.179211;
neck;0.0780076;
shoulderHalfRight;0.202307;
upperarmRight;0.21514;
forearmRight;0.201371;
shoulder;0.364606;
upperBody;0.24312;
hip;0.152013;
lowerBody;0.338592;
body;0.581673;
lowerLegLeft;0.269571;
upperLegLeft;0.443328;
upperLegRight;0.398565;
lowerLegRight;0.363229;
forearmLeft;0.2359;
upperarmLeft;0.267127;
shoulderHalfLeft;0.179316;
neck;0.0780239;
shoulderHalfRight;0.202157;
upperarmRight;0.212307;
forearmRight;0.201432;
shoulder;0.364252;
upperBody;0.243164;
hip;0.151985;
lowerBody;0.338625;
body;0.581751;
lowerLegLeft;0.269588;
upperLegLeft;0.443271;
upperLegRight;0.397864;
lowerLegRight;0.363825;
forearmLeft;0.235787;
upperarmLeft;0.267469;
shoulderHalfLeft;0.179422;
neck;0.078012;
shoulderHalfRight;0.202284;
upperarmRight;0.212422;
forearmRight;0.201406;
shoulder;0.36479;
upperBody;0.243133;
hip;0.152041;
lowerBody;0.338593;
body;0.581689;
lowerLegLeft;0.269351;
upperLegLeft;0.443311;
upperLegRight;0.398384;
lowerLegRight;0.363242;
forearmLeft;0.235778;
upperarmLeft;0.267446;
shoulderHalfLeft;0.17957;
neck;0.0779965;
shoulderHalfRight;0.202565;
upperarmRight;0.212219;
forearmRight;0.201422;
shoulder;0.365434;
upperBody;0.24309;
hip;0.152025;
lowerBody;0.338527;
body;0.58158;
lowerLegLeft;0.269469;
upperLegLeft;0.443507;
upperLegRight;0.399029;
lowerLegRight;0.363109;
forearmLeft;0.235755;
upperarmLeft;0.267468;
shoulderHalfLeft;0.179567;
neck;0.077992;
shoulderHalfRight;0.202374;
upperarmRight;0.212723;
forearmRight;0.201418;
shoulder;0.364885;
upperBody;0.243093;
hip;0.152046;
lowerBody;0.338554;
body;0.581609;
lowerLegLeft;0.269334;
